FCFS,0,6,1,19,22,22,9.500000,15.500000,11.250000
SJF,0,6,0,16,24,16,7.000000,13.000000,7.000000
SJF_P,0,3,0,16,24,16,6.750000,12.750000,6.000000
RR,9,12,0,15,22,6,12.000000,18.000000,3.000000
PB,0,8,0,19,22,19,10.000000,16.000000,10.000000
FCFS,0,6,1,19,22,22,10.500000,15.500000,11.250000
SJF,0,6,0,16,24,16,7.000000,13.000000,7.000000
SJF_P,0,3,0,16,24,16,6.750000,12.750000,6.000000
RR,9,12,0,15,22,6,12.000000,18.000000,3.000000
PB,0,8,0,19,22,19,20.000000,16.000000,10.000000
